county,state_name,cbsa,fips,cbsa_code
Shelby County,Ohio,"Sidney, OH",39149,43380
Cochise County,Arizona,"Sierra Vista-Douglas, AZ",4003,43420
Scott County,Missouri,"Sikeston, MO",29201,43460
Grant County,New Mexico,"Silver City, NM",35017,43500
Woodbury County,Iowa,"Sioux City, IA-NE-SD",19193,43580
Dakota County,Nebraska,"Sioux City, IA-NE-SD",31043,43580
Dixon County,Nebraska,"Sioux City, IA-NE-SD",31051,43580
Union County,South Dakota,"Sioux City, IA-NE-SD",46127,43580
Lincoln County,South Dakota,"Sioux Falls, SD",46083,43620
McCook County,South Dakota,"Sioux Falls, SD",46087,43620
Minnehaha County,South Dakota,"Sioux Falls, SD",46099,43620
Turner County,South Dakota,"Sioux Falls, SD",46125,43620
Scurry County,Texas,"Snyder, TX",48415,43660
Pulaski County,Kentucky,"Somerset, KY",21199,43700
Somerset County,Pennsylvania,"Somerset, PA",42111,43740
Tuolumne County,California,"Sonora, CA",6109,43760
St. Joseph County,Indiana,"South Bend-Mishawaka, IN-MI",18141,43780
Cass County,Michigan,"South Bend-Mishawaka, IN-MI",26027,43780
Spartanburg County,South Carolina,"Spartanburg, SC",45083,43900
Lawrence County,South Dakota,"Spearfish, SD",46081,43940
Clay County,Iowa,"Spencer, IA",19041,43980
Dickinson County,Iowa,"Spirit Lake, IA",19059,44020
Spokane County,Washington,"Spokane-Spokane Valley, WA",53063,44060
Stevens County,Washington,"Spokane-Spokane Valley, WA",53065,44060
Menard County,Illinois,"Springfield, IL",17129,44100
Sangamon County,Illinois,"Springfield, IL",17167,44100
Franklin County,Massachusetts,"Springfield, MA",25011,44140
Hampden County,Massachusetts,"Springfield, MA",25013,44140
Hampshire County,Massachusetts,"Springfield, MA",25015,44140
Christian County,Missouri,"Springfield, MO",29043,44180
Dallas County,Missouri,"Springfield, MO",29059,44180
Greene County,Missouri,"Springfield, MO",29077,44180
Polk County,Missouri,"Springfield, MO",29167,44180
Webster County,Missouri,"Springfield, MO",29225,44180
Clark County,Ohio,"Springfield, OH",39023,44220
Oktibbeha County,Mississippi,"Starkville, MS",28105,44260
Webster County,Mississippi,"Starkville, MS",28155,44260
Centre County,Pennsylvania,"State College, PA",42027,44300
Bulloch County,Georgia,"Statesboro, GA",13031,44340
Augusta County,Virginia,"Staunton, VA",51015,44420
Staunton city,Virginia,"Staunton, VA",51790,44420
Waynesboro city,Virginia,"Staunton, VA",51820,44420
Routt County,Colorado,"Steamboat Springs, CO",8107,44460
Erath County,Texas,"Stephenville, TX",48143,44500
Logan County,Colorado,"Sterling, CO",8075,44540
Whiteside County,Illinois,"Sterling, IL",17195,44580
Portage County,Wisconsin,"Stevens Point, WI",55097,44620
Payne County,Oklahoma,"Stillwater, OK",40119,44660
San Joaquin County,California,"Stockton, CA",6077,44700
Buena Vista County,Iowa,"Storm Lake, IA",19021,44740
St. Joseph County,Michigan,"Sturgis, MI",26149,44780
Hopkins County,Texas,"Sulphur Springs, TX",48223,44860
Chattooga County,Georgia,"Summerville, GA",13055,44900
Clarendon County,South Carolina,"Sumter, SC",45027,44940
Sumter County,South Carolina,"Sumter, SC",45085,44940
Northumberland County,Pennsylvania,"Sunbury, PA",42097,44980
Lassen County,California,"Susanville, CA",6035,45000
Nolan County,Texas,"Sweetwater, TX",48353,45020
Madison County,New York,"Syracuse, NY",36053,45060
Onondaga County,New York,"Syracuse, NY",36067,45060
Oswego County,New York,"Syracuse, NY",36075,45060
Cherokee County,Oklahoma,"Tahlequah, OK",40021,45140
Talladega County,Alabama,"Talladega-Sylacauga, AL",1121,45180
Gadsden County,Florida,"Tallahassee, FL",12039,45220
Jefferson County,Florida,"Tallahassee, FL",12065,45220
Leon County,Florida,"Tallahassee, FL",12073,45220
Wakulla County,Florida,"Tallahassee, FL",12129,45220
Hernando County,Florida,"Tampa-St. Petersburg-Clearwater, FL",12053,45300
Hillsborough County,Florida,"Tampa-St. Petersburg-Clearwater, FL",12057,45300
Pasco County,Florida,"Tampa-St. Petersburg-Clearwater, FL",12101,45300
Pinellas County,Florida,"Tampa-St. Petersburg-Clearwater, FL",12103,45300
Taos County,New Mexico,"Taos, NM",35055,45340
Christian County,Illinois,"Taylorville, IL",17021,45380
Clay County,Indiana,"Terre Haute, IN",18021,45460
Parke County,Indiana,"Terre Haute, IN",18121,45460
Sullivan County,Indiana,"Terre Haute, IN",18153,45460
Vermillion County,Indiana,"Terre Haute, IN",18165,45460
Vigo County,Indiana,"Terre Haute, IN",18167,45460
Little River County,Arkansas,"Texarkana, TX-AR",5081,45500
Miller County,Arkansas,"Texarkana, TX-AR",5091,45500
Bowie County,Texas,"Texarkana, TX-AR",48037,45500
Wasco County,Oregon,"The Dalles, OR",41065,45520
Sumter County,Florida,"The Villages, FL",12119,45540
Upson County,Georgia,"Thomaston, GA",13293,45580
Thomas County,Georgia,"Thomasville, GA",13275,45620
Seneca County,Ohio,"Tiffin, OH",39147,45660
Tift County,Georgia,"Tifton, GA",13277,45700
Stephens County,Georgia,"Toccoa, GA",13257,45740
Fulton County,Ohio,"Toledo, OH",39051,45780
Lucas County,Ohio,"Toledo, OH",39095,45780
Ottawa County,Ohio,"Toledo, OH",39123,45780
Wood County,Ohio,"Toledo, OH",39173,45780
Jackson County,Kansas,"Topeka, KS",20085,45820
Jefferson County,Kansas,"Topeka, KS",20087,45820
Osage County,Kansas,"Topeka, KS",20139,45820
Shawnee County,Kansas,"Topeka, KS",20177,45820
Wabaunsee County,Kansas,"Topeka, KS",20197,45820
Litchfield County,Connecticut,"Torrington, CT",9005,45860
Benzie County,Michigan,"Traverse City, MI",26019,45900
Grand Traverse County,Michigan,"Traverse City, MI",26055,45900
Kalkaska County,Michigan,"Traverse City, MI",26079,45900
Leelanau County,Michigan,"Traverse City, MI",26089,45900
Mercer County,New Jersey,"Trenton-Princeton, NJ",34021,45940
Pike County,Alabama,"Troy, AL",1109,45980
Nevada County,California,"Truckee-Grass Valley, CA",6057,46020
Pima County,Arizona,"Tucson, AZ",4019,46060
Coffee County,Tennessee,"Tullahoma-Manchester, TN",47031,46100
Franklin County,Tennessee,"Tullahoma-Manchester, TN",47051,46100
Moore County,Tennessee,"Tullahoma-Manchester, TN",47127,46100
Creek County,Oklahoma,"Tulsa, OK",40037,46140
Okmulgee County,Oklahoma,"Tulsa, OK",40111,46140
Osage County,Oklahoma,"Tulsa, OK",40113,46140
Pawnee County,Oklahoma,"Tulsa, OK",40117,46140
Rogers County,Oklahoma,"Tulsa, OK",40131,46140
Tulsa County,Oklahoma,"Tulsa, OK",40143,46140
Wagoner County,Oklahoma,"Tulsa, OK",40145,46140
Itawamba County,Mississippi,"Tupelo, MS",28057,46180
Lee County,Mississippi,"Tupelo, MS",28081,46180
Pontotoc County,Mississippi,"Tupelo, MS",28115,46180
Prentiss County,Mississippi,"Tupelo, MS",28117,46180
Greene County,Alabama,"Tuscaloosa, AL",1063,46220
Hale County,Alabama,"Tuscaloosa, AL",1065,46220
Pickens County,Alabama,"Tuscaloosa, AL",1107,46220
Tuscaloosa County,Alabama,"Tuscaloosa, AL",1125,46220
Jerome County,Idaho,"Twin Falls, ID",16053,46300
Twin Falls County,Idaho,"Twin Falls, ID",16083,46300
Smith County,Texas,"Tyler, TX",48423,46340
Mendocino County,California,"Ukiah, CA",6045,46380
Union County,South Carolina,"Union, SC",45087,46420
Obion County,Tennessee,"Union City, TN",47131,46460
Champaign County,Ohio,"Urbana, OH",39021,46500
Honolulu County,Hawaii,"Urban Honolulu, HI",15003,46520
Herkimer County,New York,"Utica-Rome, NY",36043,46540
Oneida County,New York,"Utica-Rome, NY",36065,46540
Uvalde County,Texas,"Uvalde, TX",48463,46620
Brooks County,Georgia,"Valdosta, GA",13027,46660
Echols County,Georgia,"Valdosta, GA",13101,46660
Lanier County,Georgia,"Valdosta, GA",13173,46660
Lowndes County,Georgia,"Valdosta, GA",13185,46660
Solano County,California,"Vallejo, CA",6095,46700
Van Wert County,Ohio,"Van Wert, OH",39161,46780
Clay County,South Dakota,"Vermillion, SD",46027,46820
Uintah County,Utah,"Vernal, UT",49047,46860
Wilbarger County,Texas,"Vernon, TX",48487,46900
Warren County,Mississippi,"Vicksburg, MS",28149,46980
Goliad County,Texas,"Victoria, TX",48175,47020
Victoria County,Texas,"Victoria, TX",48469,47020
Montgomery County,Georgia,"Vidalia, GA",13209,47080
Toombs County,Georgia,"Vidalia, GA",13279,47080
Knox County,Indiana,"Vincennes, IN",18083,47180
Cumberland County,New Jersey,"Vineland-Bridgeton, NJ",34011,47220
Dukes County,Massachusetts,"Vineyard Haven, MA",25007,47240
Camden County,North Carolina,"Virginia Beach-Norfolk-Newport News, VA-NC",37029,47260
Currituck County,North Carolina,"Virginia Beach-Norfolk-Newport News, VA-NC",37053,47260
Gates County,North Carolina,"Virginia Beach-Norfolk-Newport News, VA-NC",37073,47260
Gloucester County,Virginia,"Virginia Beach-Norfolk-Newport News, VA-NC",51073,47260
Isle of Wight County,Virginia,"Virginia Beach-Norfolk-Newport News, VA-NC",51093,47260
James City County,Virginia,"Virginia Beach-Norfolk-Newport News, VA-NC",51095,47260
Mathews County,Virginia,"Virginia Beach-Norfolk-Newport News, VA-NC",51115,47260
Southampton County,Virginia,"Virginia Beach-Norfolk-Newport News, VA-NC",51175,47260
York County,Virginia,"Virginia Beach-Norfolk-Newport News, VA-NC",51199,47260
Chesapeake city,Virginia,"Virginia Beach-Norfolk-Newport News, VA-NC",51550,47260
Franklin city,Virginia,"Virginia Beach-Norfolk-Newport News, VA-NC",51620,47260
Hampton city,Virginia,"Virginia Beach-Norfolk-Newport News, VA-NC",51650,47260
Newport News city,Virginia,"Virginia Beach-Norfolk-Newport News, VA-NC",51700,47260
Norfolk city,Virginia,"Virginia Beach-Norfolk-Newport News, VA-NC",51710,47260
Poquoson city,Virginia,"Virginia Beach-Norfolk-Newport News, VA-NC",51735,47260
Portsmouth city,Virginia,"Virginia Beach-Norfolk-Newport News, VA-NC",51740,47260
Suffolk city,Virginia,"Virginia Beach-Norfolk-Newport News, VA-NC",51800,47260
Virginia Beach city,Virginia,"Virginia Beach-Norfolk-Newport News, VA-NC",51810,47260
Williamsburg city,Virginia,"Virginia Beach-Norfolk-Newport News, VA-NC",51830,47260
Tulare County,California,"Visalia, CA",6107,47300
Wabash County,Indiana,"Wabash, IN",18169,47340
Falls County,Texas,"Waco, TX",48145,47380
McLennan County,Texas,"Waco, TX",48309,47380
Wilkin County,Minnesota,"Wahpeton, ND-MN",27167,47420
Richland County,North Dakota,"Wahpeton, ND-MN",38077,47420
Walla Walla County,Washington,"Walla Walla, WA",53071,47460
Auglaize County,Ohio,"Wapakoneta, OH",39011,47540
Houston County,Georgia,"Warner Robins, GA",13153,47580
Peach County,Georgia,"Warner Robins, GA",13225,47580
Warren County,Pennsylvania,"Warren, PA",42123,47620
Johnson County,Missouri,"Warrensburg, MO",29101,47660
Kosciusko County,Indiana,"Warsaw, IN",18085,47700
Daviess County,Indiana,"Washington, IN",18027,47780
Beaufort County,North Carolina,"Washington, NC",37013,47820
Frederick County,Maryland,"Washington-Arlington-Alexandria, DC-VA-MD-WV",24021,47900
Montgomery County,Maryland,"Washington-Arlington-Alexandria, DC-VA-MD-WV",24031,47900
District of Columbia,District of Columbia,"Washington-Arlington-Alexandria, DC-VA-MD-WV",11001,47900
Calvert County,Maryland,"Washington-Arlington-Alexandria, DC-VA-MD-WV",24009,47900
Charles County,Maryland,"Washington-Arlington-Alexandria, DC-VA-MD-WV",24017,47900
Prince George's County,Maryland,"Washington-Arlington-Alexandria, DC-VA-MD-WV",24033,47900
Arlington County,Virginia,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51013,47900
Clarke County,Virginia,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51043,47900
Culpeper County,Virginia,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51047,47900
Fairfax County,Virginia,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51059,47900
Fauquier County,Virginia,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51061,47900
Loudoun County,Virginia,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51107,47900
Madison County,Virginia,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51113,47900
Prince William County,Virginia,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51153,47900
Rappahannock County,Virginia,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51157,47900
Spotsylvania County,Virginia,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51177,47900
Stafford County,Virginia,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51179,47900
Warren County,Virginia,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51187,47900
Alexandria city,Virginia,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51510,47900
Fairfax city,Virginia,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51600,47900
Falls Church city,Virginia,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51610,47900
Fredericksburg city,Virginia,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51630,47900
Manassas city,Virginia,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51683,47900
Manassas Park city,Virginia,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51685,47900
Jefferson County,West Virginia,"Washington-Arlington-Alexandria, DC-VA-MD-WV",54037,47900
Fayette County,Ohio,"Washington Court House, OH",39047,47920
Black Hawk County,Iowa,"Waterloo-Cedar Falls, IA",19013,47940
Bremer County,Iowa,"Waterloo-Cedar Falls, IA",19017,47940
Grundy County,Iowa,"Waterloo-Cedar Falls, IA",19075,47940
Codington County,South Dakota,"Watertown, SD",46029,47980
Hamlin County,South Dakota,"Watertown, SD",46057,47980
Jefferson County,Wisconsin,"Watertown-Fort Atkinson, WI",55055,48020
Jefferson County,New York,"Watertown-Fort Drum, NY",36045,48060
Hardee County,Florida,"Wauchula, FL",12049,48100
Lincoln County,Wisconsin,"Wausau-Weston, WI",55069,48140
Marathon County,Wisconsin,"Wausau-Weston, WI",55073,48140
Pierce County,Georgia,"Waycross, GA",13229,48180
Ware County,Georgia,"Waycross, GA",13299,48180
Custer County,Oklahoma,"Weatherford, OK",40039,48220
Jefferson County,Ohio,"Weirton-Steubenville, WV-OH",39081,48260
Brooke County,West Virginia,"Weirton-Steubenville, WV-OH",54009,48260
Hancock County,West Virginia,"Weirton-Steubenville, WV-OH",54029,48260
Chelan County,Washington,"Wenatchee, WA",53007,48300
Douglas County,Washington,"Wenatchee, WA",53017,48300
Howell County,Missouri,"West Plains, MO",29091,48460
Clay County,Mississippi,"West Point, MS",28025,48500
Belmont County,Ohio,"Wheeling, WV-OH",39013,48540
Marshall County,West Virginia,"Wheeling, WV-OH",54051,48540
Ohio County,West Virginia,"Wheeling, WV-OH",54069,48540
Walworth County,Wisconsin,"Whitewater, WI",55127,48580
Butler County,Kansas,"Wichita, KS",20015,48620
Harvey County,Kansas,"Wichita, KS",20079,48620
Sedgwick County,Kansas,"Wichita, KS",20173,48620
Sumner County,Kansas,"Wichita, KS",20191,48620
Archer County,Texas,"Wichita Falls, TX",48009,48660
Clay County,Texas,"Wichita Falls, TX",48077,48660
Wichita County,Texas,"Wichita Falls, TX",48485,48660
Lycoming County,Pennsylvania,"Williamsport, PA",42081,48700
Williams County,North Dakota,"Williston, ND",38105,48780
Kandiyohi County,Minnesota,"Willmar, MN",27067,48820
New Hanover County,North Carolina,"Wilmington, NC",37129,48900
Pender County,North Carolina,"Wilmington, NC",37141,48900
Clinton County,Ohio,"Wilmington, OH",39027,48940
Wilson County,North Carolina,"Wilson, NC",37195,48980
Frederick County,Virginia,"Winchester, VA-WV",51069,49020
Winchester city,Virginia,"Winchester, VA-WV",51840,49020
Hampshire County,West Virginia,"Winchester, VA-WV",54027,49020
Cowley County,Kansas,"Winfield, KS",20035,49060
Humboldt County,Nevada,"Winnemucca, NV",32013,49080
Winona County,Minnesota,"Winona, MN",27169,49100
Davidson County,North Carolina,"Winston-Salem, NC",37057,49180
Davie County,North Carolina,"Winston-Salem, NC",37059,49180
Forsyth County,North Carolina,"Winston-Salem, NC",37067,49180
Stokes County,North Carolina,"Winston-Salem, NC",37169,49180
Yadkin County,North Carolina,"Winston-Salem, NC",37197,49180
Wood County,Wisconsin,"Wisconsin Rapids-Marshfield, WI",55141,49220
Ellis County,Oklahoma,"Woodward, OK",40045,49260
Woodward County,Oklahoma,"Woodward, OK",40153,49260
Wayne County,Ohio,"Wooster, OH",39169,49300
Windham County,Connecticut,"Worcester, MA-CT",9015,49340
Worcester County,Massachusetts,"Worcester, MA-CT",25027,49340
Nobles County,Minnesota,"Worthington, MN",27105,49380
Yakima County,Washington,"Yakima, WA",53077,49420
Yankton County,South Dakota,"Yankton, SD",46135,49460
Guánica Municipio,Puerto Rico,"Yauco, PR",72055,49500
Guayanilla Municipio,Puerto Rico,"Yauco, PR",72059,49500
Peñuelas Municipio,Puerto Rico,"Yauco, PR",72111,49500
Yauco Municipio,Puerto Rico,"Yauco, PR",72153,49500
York County,Pennsylvania,"York-Hanover, PA",42133,49620
Mahoning County,Ohio,"Youngstown-Warren-Boardman, OH-PA",39099,49660
Trumbull County,Ohio,"Youngstown-Warren-Boardman, OH-PA",39155,49660
Mercer County,Pennsylvania,"Youngstown-Warren-Boardman, OH-PA",42085,49660
Sutter County,California,"Yuba City, CA",6101,49700
Yuba County,California,"Yuba City, CA",6115,49700
Yuma County,Arizona,"Yuma, AZ",4027,49740
Muskingum County,Ohio,"Zanesville, OH",39119,49780
Zapata County,Texas,"Zapata, TX",48505,49820
